*Time 	VF1
0	-5,29562990975513E-5
4,28255848753168E-8	0,284707941070328
9,31119717416682E-8	0,291132853650058
1,29060749370682E-7	0,296781579086508
1,72267067594583E-7	0,304089218088793
2,25203907515974E-7	0,313379373923169
2,92445988315407E-7	0,325359774877566
3,83155723467701E-7	0,341584839451855
5,17722587746755E-7	0,365644229575032
7,54287796036723E-7	0,407878762570014
1,22741821261666E-6	0,49205900278716
2,07446636486482E-6	0,638969917632022
3,23147351146169E-6	0,807259097744914
4,21035228021578E-6	0,900667437072994
4,68376191085936E-6	0,929214406585421
5,15586269870196E-6	0,948605105123671
5,69059842733135E-6	0,962574164447148
6,19809027079031E-6	0,97037251937308
6,69965754578205E-6	0,974643907663087
7,15786975835517E-6	0,976577133156251
7,58707995233123E-6	0,977278741724115
8,00070137537837E-6	0,97729026117716
8,46226093503459E-6	0,976807592344474
9,04231514073881E-6	0,975739999389395
9,77340258595211E-6	0,973965017563356
1,06893632940403E-5	0,971385002839003
1,18351991616021E-5	0,967909251152831
1,32953112133259E-5	0,96334917030814
1,52407935336068E-5	0,95725025441655
1,8042686910136E-5	0,948547170939014
2,26737973998173E-5	0,934408473277897
3,193601837918E-5	0,906975647715745
5,04604603379054E-5	0,85524764825138
8,3807895710412E-5	0,77171154232843
0,000150502766455425	0,635490022017841
0,000256598241867491	0,482374816756656
0,000354385874995166	0,39143115349276
0,000442118640367145	0,338154856977003
0,000519931624994585	0,306249003797685
0,000566458927840724	0,292336951727351
0,000600035769486962	0,284116999804815
0,000632357886521526	0,277330194869248
0,000676353850143178	0,269508357709429
0,000744323437521478	0,259948980829429
0,000839910318666291	0,250356112519719
0,000961528649983802	0,242591345475048
0,00110885031163379	0,237299075984813
0,00128534392867859	0,234219747869631
0,00149936175475916	0,23275144862833
0,00176686282735786	0,232270135405922
0,00211784980240271	0,23226915240505
0,00251784980240271	0,232393950949205
0,00291784980240271	0,232472884677208
0,00331784980240271	0,232502521562043
0,00371784980240271	0,232508670364314
0,00411784980240271	0,232507887802227
0,00451784980240271	0,232506447520538
0,00491784980240271	0,232505674754467
0,00531784980240271	0,232505418522223
0,00571784980240271	0,232505379381838
0,00611784980240271	0,23250539485259
0,00651784980240271	0,232505410533305
0,00691784980240271	0,232505417867712
0,00731784980240271	0,232505419987519
0,00771784980240271	0,232505420165218
0,00811784980240271	0,232505419946514
0,00851784980240271	0,232505419783143
0,00891784980240271	0,232505419715657
0,00931784980240271	0,232505419699114
0,00971784980240271	0,232505419699319
0,0101178498024027	0,232505419702014
0,0105178498024027	0,232505419703656
0,0109178498024027	0,232505419704256
0,0113178498024027	0,232505419704375
0,0117178498024027	0,232505419704355
0,0121178498024027	0,232505419704324
0,0123463543190715	0,232505419704312
0,0124492814320184	0,232505419704306
0,0124870342095505	0,232505419704308
0,012499999204	0,0501448458025086
0,012499999404	-0,00632700137282134
0,0125000493714866	-0,46050224180929
0,0125001114630897	-0,469226128702425
0,0125001515102974	-0,475853367813393
0,0125001998409621	-0,48423989648955
0,012500260474816	-0,494983889659237
0,0125003407745694	-0,509308746066585
0,0125004559934198	-0,529874965393839
0,0125006450194908	-0,563583476907812
0,012501023071633	-0,630949549891993
0,0125017791759173	-0,765583884724714
0,0125031415421386	-1,00779285358286
0,0125058662745813	-1,45713207659712
0,0125072062392555	-1,6053729203752
0,0125079540612742	-1,65651490965379
0,0125084427597644	-1,67766042761027
0,0125089242362296	-1,69088335637438
0,0125095930933261	-1,70086068994046
0,0125101110193988	-1,70399523020911
0,0125105164505664	-1,70460216182325
0,0125108609860644	-1,70427419096007
0,012511284024572	-1,70319658345856
0,0125118179836546	-1,70115176891541
0,0125125033272239	-1,69784221382436
0,0125133699748476	-1,69304605793932
0,0125144467005684	-1,68663430661626
0,012515798719812	-1,6783216385141
0,0125175588952767	-1,66742187419118
0,0125200053727863	-1,65236848786322
0,0125238060782414	-1,62931333249936
0,0125312131834144	-1,58548063814279
0,0125460273937603	-1,50187031127052
0,0125715277171921	-1,3696737480938
0,0126225283640556	-1,14391213218402
0,0126844219800015	-0,927373141267134
0,012735500924174	-0,787708786123917
0,0128106463252234	-0,630402945499634
0,0129083097973864	-0,488004825599408
0,0130010992648121	-0,399008838589829
