*Time 	VF1
0,0130872998562547	-0,344197707401296
0,0131651763009669	-0,310548131067324
0,0132320375351645	-0,290104614382066
0,0132829279744973	-0,278406661747491
0,0133240005381229	-0,270823282858322
0,0133846007763252	-0,261865129671834
0,0134678614766595	-0,252776803842141
0,0135783085000531	-0,244730636535944
0,0137165795594118	-0,238774609672794
0,0138837249859888	-0,235080323086764
0,0140859570871586	-0,233179456077756
0,0143360081199958	-0,232452633849717
0,0146581825026381	-0,232348465375143
0,0150581825026381	-0,232464743669252
0,0154581825026381	-0,232561120994179
0,0158581825026381	-0,232602910666564
0,0162581825026381	-0,232613897254098
0,0166581825026381	-0,232614232010691
0,0170581825026381	-0,232612734529306
0,0174581825026381	-0,232611752820704
0,0178581825026381	-0,232611375739816
0,0182581825026381	-0,232611293999358
0,0186581825026381	-0,232611301778769
0,0190581825026381	-0,232611319296449
0,0194581825026381	-0,232611328965224
0,0198581825026381	-0,23261133224925
0,0202581825026381	-0,232611332787443
0,0206581825026381	-0,232611332611853
0,0210581825026381	-0,232611332419294
0,0214581825026381	-0,232611332326995
0,0218581825026381	-0,232611332299578
0,0222581825026381	-0,232611332296882
0,0226581825026381	-0,232611332299464
0,0230581825026381	-0,232611332301483
0,0234581825026381	-0,232611332302339
0,0238581825026381	-0,232611332302555
0,0242581825026382	-0,232611332302556
0,0246581825026382	-0,232611332302523
0,0248661553447949	-0,23261133230251
0,0249579251676346	-0,232611332302509
0,024999999204	-0,0523378958207236
0,024999999404	0,00412994775794647
0,0250000485422396	0,457964217013362
0,0250001088150949	0,466290221833916
0,0250001477440447	0,472703125257235
0,0250001946424945	0,48084372516925
0,0250002531985942	0,491253392522068
0,0250003301127635	0,505040742321367
0,02500043900191	0,524585293986537
0,0250006132877954	0,5558491869786
0,0250009618595661	0,618360229703102
0,0250016590031075	0,743429468087089
0,0250028895481819	0,964333834473103
0,0250053506383305	1,38993996123894
0,0250067567014647	1,56858782900314
0,0250078649799643	1,65009081468974
0,0250083015575249	1,66814469540553
0,0250087299358533	1,67973308558103
0,0250092982734269	1,68865958703086
0,025009784543015	1,69224329443212
0,0250101909273082	1,69329867441038
0,0250105496599313	1,69323722689511
0,0250109488295748	1,69244467484587
0,0250114524348301	1,69073472705176
0,025012090043341	1,6878589582774
0,0250128911001589	1,68360232280543
0,0250138833993752	1,67783260955808
0,0250151202630043	1,67033033840533
0,025016710084917	1,66056021306661
0,0250188728271168	1,6473110643483
0,0250221078772676	1,62772836800643
0,0250278830606699	1,59347094743683
0,0250394334274745	1,52745809276566
0,0250603872451001	1,41565589910742
0,0251022948803513	1,21943132218601
0,0251446294070325	1,05358684650819
0,0251901236191527	0,905925647056609
0,025246312474636	0,759022213059559
0,0253267818435227	0,600789157141598
0,0254248801235649	0,468181702982343
0,0255176504048354	0,385945667601496
0,0256027608188547	0,335913503890745
0,0256787646453373	0,305394760684195
0,0257245689009709	0,291865849752457
0,0257595684691047	0,283393667554396
0,0257894352724045	0,277182648823306
0,0258341169025976	0,269279603013007
0,0259028513596271	0,259686276965504
0,0259992365711204	0,250115949652929
0,0261217604157055	0,242404123574129
0,0262699175175025	0,237179607510082
0,0264473643803932	0,234156400844689
0,0266626487019546	0,232725816329017
0,0269320244942927	0,232265266106082
0,0272860984082554	0,23227241695923
0,0276860984082554	0,232397072452986
0,0280860984082554	0,232474316019896
0,0284860984082554	0,232502925730761
0,0288860984082554	0,232508699131324
0,0292860984082554	0,232507842928408
0,0296860984082554	0,232506415194349
0,0300860984082554	0,23250566164921
0,0304860984082554	0,232505415403129
0,0308860984082554	0,232505379479451
0,0312860984082554	0,232505395397338
0,0316860984082554	0,232505410856372
0,0320860984082554	0,232505417983742
0,0324860984082554	0,232505420009415
0,0328860984082554	0,232505420160802
0,0332860984082554	0,232505419940374
0,0336860984082554	0,232505419780016
0,0340860984082553	0,232505419714669
0,0344860984082553	0,232505419698987
0,0348860984082553	0,232505419699393
0,0352860984082553	0,232505419702081
0,0356860984082553	0,232505419703685
0,0360860984082553	0,232505419704265
0,0364860984082553	0,232505419704375
0,0368860984082553	0,232505419704355
0,0372860984082553	0,232505419704325
0,0374285286263323	0,232505419704316
0,037499999204	0,0605214291187493
0,037499999404	0,0040501403627871
0,0375000483777016	-0,44969778513185
0,0375001082947599	-0,457896921328959
0,0375001470054101	-0,464229774662861
0,0375001936239682	-0,472273347817301
0,0375002517734594	-0,482554012320263
0,0375003280258049	-0,496150135627367
0,0375004356858289	-0,515370093002928
0,0375006071678097	-0,545957087766843
0,0375009501317714	-0,60708107554508
0,0375016360596947	-0,729244010648671
0,037502841374555	-0,943631832263414
0,0375052520042756	-1,35885578459481
0,0375067218526172	-1,54975890822397
0,0375078798674314	-1,63717007452884
0,0375084484078957	-1,66036018076742
0,0375088953510079	-1,67139189518814
0,0375094593909127	-1,67925323475142
0,0375099591531045	-1,68238110879175
0,0375103580515	-1,68312536323265
0,0375107056894729	-1,6829166048573
0,0375111255094691	-1,68196979704675
0,0375116561841751	-1,68006355732495
0,0375123315234854	-1,67692925204509
0,0375131793913418	-1,67236415368305
0,0375142283708283	-1,6662453128897
0,0375155401987758	-1,65831358557325
0,0375172391132945	-1,64794538564146
0,0375195810217581	-1,6337278855924
0,0375231660004832	-1,61225426042961
0,0375299047766448	-1,57280627124161
0,037543382328968	-1,49724614842041
0,0375669573621561	-1,37501900041904
0,0376141074285323	-1,16386400022528
0,0376782895560333	-0,935596556324104
0,0377276324507371	-0,79865224652395
0,0378010035299527	-0,64163742901691
0,0378980943795024	-0,496101367373374
0,0379912608907199	-0,404055058514361
0,0380780300749877	-0,347279490266706
0,0381566036935448	-0,312424671665292
0,0382243571661963	-0,291230877618023
0,0382635783619153	-0,281857700203234
0,0382937622915478	-0,275765144198149
0,038341832584439	-0,267590655965101
0,0384115096780135	-0,258339439842824
0,0385093510658801	-0,249153021734506
0,0386344320726957	-0,241773104999277
0,038785818408958	-0,23683486938689
0,038967506020357	-0,234026911675264
0,0391885167039457	-0,232738486867679
0,0394661791935064	-0,23235572549125
0,0398335515656753	-0,232392434669483
0,04	-0,232472300284237
 
*Time 	VG2
0	0
1E-9	1
0,012499999	1
0,012500001	-1
0,024999999	-1
0,025	0
0,025000001	1
0,037499999	1
0,037500001	-1
0,04	-1
 
